Nachname,Vorname,Antwort 8,Antwort 9
Name_433,VName_433,"#include <stdio.h>

void factorize(long ergebnis, long *zahl1, long *zahl2)
{
	if(ergebnis==0||ergebnis==1){
		*zahl1=1;
		*zahl2=ergebnis;
	}
	else{
		*zahl1=ergebnis/2;
		while(ergebnis%*zahl1!=0)
		{*zahl1=*zahl1-1;}
	*zahl2 = ergebnis / *zahl1;
			
	}
}

int main(){
	long eingabe=0;
	long t1 =0;
	long t2 =0;
	printf(""Please enter an Integer: "");
	scanf(""%ld"", &eingabe);
	factorize(eingabe, &t1, &t2);
	printf(""Possible Factors of %ld are %ld and %ld.\n"", eingabe, t1, t2);
	
	return 0;
}","#include <stdio.h>
#include <stdlib.h>

void ersetzen(char* dest, int zahl, char* src)
{  
  for(int i=0; i<zahl && *(dest+i) != '\0'  ; i++){
  *(dest+i) = *(src +i);
  }
}

void umdrehen( char* str )
{
  int n=0;
  for(int i =0; *(str+i) != '\0' ;i++){
  n++;}
  n--;
  
  for(int i=0; i<=n; i++){
  char tmp = *(str +i); 
  *(str + i) = *(str + n );
  *(str + n) = tmp;
    n--;
  }
  
}
int main( int argc, char* argv[] )
{  
  char test[11]= ""0123456789"";
  printf( ""Das Original ist: %s \n"", test );
  ersetzen( test , atoi(argv[1]), argv[2] );
  printf( ""Ersetzt : %s \n"", test );
  umdrehen( test );
  printf( ""Rückwärts : %s \n"", test );
}"
Name_435,VName_435,"#include <stdio.h>

void factorize(long produkt, long *faktor1, long *faktor2)
{
    long var = produkt/2;
	switch (produkt){
        case 0:
            *faktor1 = 1;
            *faktor2= produkt; 
            break;
        case 1:
            *faktor1 = 1; 
            *faktor2 = produkt;
            break; 
        default:
            while (produkt%var != 0 ){ //produkt/ergebnis * ergebnis != produkt
                var -= 1;
            }
            *faktor1= var;
            *faktor2= produkt/var;
            break;       
    }
}

int main(){
    long a;
    long b;
    long pro; 
	printf(""Please enter an Integer: "");
    scanf(""%ld"",&pro);
    factorize (pro, &a, &b);
	printf(""Possible Factors of %ld are %ld and %ld.\n"", pro,a, b );
	return 0;
}","#include <stdio.h>
#include <stdlib.h>
 
void ersetzen(char* dest, int zahl, char* src)
{  
    for (int i = 0;(i<zahl && dest[i] != '\0'  ) && src[i] != '\0' ; i++){
        //printf(""%c"", dest[i]);
        dest[i] = src[i];
        //if (dest[i] == '\0' || src[i] == '\0' ){
           // break;
        //} else {
        //    dest[i] = src[i];
        //}
        
        
    }
  
}

void umdrehen( char* str )
{   //printf(""%s\n"", str);
    int i = 0; 
    while(str[i] != '\0'){
        i++;
    }
    i +=1;
    //printf(""%i \n"", i);
    for(int k = 0; k<(i-k-2); k++){
        //printf(""%c \n"", str[i-k-2]);
        char mem = str[k]; 
        str[k] = str[i-k-2];
        str[i-k-2] = mem;
    }
}

int main( int argc, char* argv[] )
{  
  char test[11]= ""0123456789"";
  printf( ""Das Original ist: %s \n"", test );
  ersetzen( test , atoi(argv[1]), argv[2] );
  printf( ""Ersetzt : %s \n"", test );
  umdrehen( test );
  printf( ""Rückwärts : %s \n"", test );
}"
Name_450,VName_450,"#include <stdio.h>

void factorize(long result, long *number1, long *number2){
	if(result == 0){
	    *number1 = 1;
	    *number2 = 0;
	}
	
	
	if(result == 1){
        *number1 = 1;
        *number2 = 1;
    }
	
	
	for(int i = 2; *number1 * *number2 != result; i++){
	    *number2 = i;
	    *number1 = result/(*number2);
	}


}


int main(){
	long result = 0;
	long number1 = 0;
	long number2 = 0;
	printf(""Please enter an Integer: "");
	scanf(""%ld"",&result);
	factorize(result, &number1, &number2);
	printf(""Possible Factors of %ld are %ld and %ld.\n"", result, number1, number2);
	return 0;
}","#include <stdio.h>
#include <stdlib.h>




//void ersetzen(char* dest, int zahl, char* src)

void ersetzen(char* dest, int zahl, char* src){  
	for (int i = 0; i <=zahl && dest[i] != '\0'; i++){
		dest[i] = src[i];
	}
}

//void umdrehen( char* str )

void umdrehen( char* str ){
	int c = 0;
	for(int i = 1; str[i] != '\0'; i++){
		c = i;
	}
	char tmp[c];
	for(int i = 0; str[i] != '\0'; i++){
		tmp[i] = str[c-i];
	}
	for(int i = 0; str[i] != '\0'; i++){
		str[i]=tmp[i];
	}
}

//int main( int argc, char* argv[] )

int main( int argc, char* argv[] ){  
  char test[11]= ""0123456789"";
  printf( ""Das Original ist: %s \n"", test );
  ersetzen( test , atoi(argv[1]), argv[2] );
  printf( ""Ersetzt : %s \n"", test );
  umdrehen( test );
  printf( ""Rückwärts : %s \n"", test );
}"
Name_451,VName_451,-,-
Name_454,VName_454,"#include <stdio.h>

void factorize(long produkt, long *faktor1, long *faktor2)
{
long faktor1
long faktor2

	// Your factorization
}

int main(){
	printf(""Please enter an Integer: "");
	scanf(""%ld"", produkt);
	printf(""Possible Factors of %ld are %ld and %ld.\n"");
	return 0;
}","#include <stdio.h>
#include <stdlib.h>
 
void ersetzen(char* dest, int zahl, char* src)
{  
  
}

void umdrehen( char* str )
{
  
}

int main( int argc, char* argv[] )
{  
  char test[11]= ""0123456789"";
  printf( ""Das Original ist: %s \n"", test );
  ersetzen( test , atoi(argv[1]), argv[2] );
  printf( ""Ersetzt : %s \n"", test );
  umdrehen( test );
  printf( ""Rückwärts : %s \n"", test );
}"
Name_449,VName_449,"#include <stdio.h>

void factorize(long product, long *factor1, long *factor2)
{	
	if (product<2){
		*factor1=1;
		*factor2=product;
	}
	else{
		*factor1=product/2;
		while (*factor1>1){
			if (product%*factor1!=0){
				*factor1=*factor1-1;
			}
			else{
				break;
			}
		}
		*factor2=product/ *factor1;
	}
}

int main(){
	long product;
	printf(""Please enter an Integer: "");
	scanf(""%ld"",&product);
	long a;
	long b;
	long *factor1=&a;
	long *factor2=&b;
	factorize(product, factor1, factor2);
	printf(""Possible Factors of %ld are %ld and %ld.\n"",product,a,b);
	return 0;
}","#include <stdio.h>
#include <stdlib.h>
#include <string.h>
 
void ersetzen(char* dest, int zahl, char* src)
{  
	int len;
    if (strlen(dest)>zahl){
		len=zahl;
	}
	else{
		len=strlen(dest);
	}
	if (len>strlen(src)){
		len=strlen(src);
	}
	for (int i=0; i<len; i++){
		dest[i]=src[i];
	}
}

void umdrehen( char* str )
{
	int len=strlen(str);
	char kop[len];
	strncpy(kop,str,len);
	for (int i=0; i<len;i++){
	  str[i]=kop[len-1-i];}
}

int main( int argc, char* argv[] )
{  
  char test[11]= ""0123456789"";
  printf( ""Das Original ist: %s \n"", test );
  ersetzen( test , atoi(argv[1]), argv[2] );
  printf( ""Ersetzt : %s \n"", test );
  umdrehen( test );
  printf( ""Rückwärts : %s \n"", test );
}"
Name_440,VName_440,"#include <stdio.h>

void factorize(long product, long *factor1, long *factor2)
{
    int auxiliar=product/2;
    if(product==1)
    {
        *factor1=1;
        *factor2=1;
        return 0;
    }
    if (product==0)
    {
        *factor1=1;
        *factor2=product/ *factor1;
        return 0;
    }
    if(product%2==0)
    {
        *factor1=2;
        *factor2=product/ *factor1;
    }
    else
    {
        *factor1=2;
        while(product% *factor1!=0)
        {
            auxiliar=(auxiliar-1);
            *factor2=auxiliar;
            *factor1=product/ *factor2;
        }
    }

}

int main()
{
    long num, fac1=1, fac2=1;
    printf(""Please enter an Integer: "");
    scanf(""%d"",&num);
    factorize(num, &fac1, &fac2);
    printf(""Possible Factors of %ld are %ld and %ld.\n"", num, fac2, fac1);
    return 0;
}","#include <stdio.h>
#include <stdlib.h>

void ersetzen(char* dest, int zahl, char* src)
{
    int i=0;
    while(dest[i]!='\0' && src[i]!='\0' && i<zahl){
    	dest[i]= src[i];
    	i++;
	}
}

void umdrehen( char* str )
{
	char aux[100];
	int n = 0;
	while(str[n]!='\0'){
		aux[n]='a';
		n++;
	}
	ersetzen(aux, n, str);
	for(int i = 0;i<n; i++){
		str[i]=aux[n-1-i];
	}
}

int main( int argc, char* argv[] )
{
    char test[11]= ""0123456789"";
    printf( ""Das Original ist: %s \n"", test );
    ersetzen( test, atoi(argv[1]), argv[2] );
    printf( ""Ersetzt : %s \n"", test );
    umdrehen( test );
    printf( ""Rückwärts : %s \n"", test );
}"
Name_445,VName_445,"#include <stdio.h>

void factorize(long ergebnis, long *zahl1, long *zahl2)
{ 
	if (ergebnis ==0){
		*zahl1 =1;
		*zahl2 = ergebnis;
		}
	else if (ergebnis==1){
		*zahl1= 1;
		*zahl2= ergebnis; 
		}
	else if (ergebnis % 2 ==0) {
		*zahl1 = ergebnis / 2;
		*zahl2 = 2; 
		}
	else {
		int a=0;
		a = ergebnis / 2;
		do {
			if (ergebnis % a ==0)
				break;
		else 
			a--;
		}while (ergebnis %a !=0);
		*zahl1 = a;
		*zahl2 = ergebnis/ *zahl1;
	}
}

int main(){
	long eingabe = 0;
	long zahl1 = 0;
	long zahl2 = 0;
	printf(""Please enter an Integer: "");
	scanf(""%ld"", &eingabe);
	factorize(eingabe, &zahl1, &zahl2);
	printf(""Possible Factors of %ld are %ld and %ld.\n"", eingabe, zahl1, zahl2 );
	return 0;
}","#include <stdio.h>
#include <stdlib.h>
 
void ersetzen(char* dest, int zahl, char* src)
{  
	int laengedest = 0;
	int laengesrc = 0;	
	for(int i = 0; dest[i] != '\0'; i++){
		laengedest +=1;
	}
	for(int i = 0; src[i] != '\0'; i++){
		laengesrc +=1;
	}
	if(laengedest < zahl) zahl = laengedest;
	if(laengesrc < zahl) zahl = laengesrc;
	else zahl = zahl;
	for(int i = 0; i <= zahl-1; i++){
	dest[i] = src[i];
	}
}

void umdrehen( char* str )
{
    int laenge = 0;
	for(int i = 0; str[i] != '\0'; i++){
		laenge += 1;
	}
	char tmp[laenge+1];
	for(int i = 0; i <= laenge; i++){
		tmp[i] = 0;
	}
	for(int i = 0; i <= laenge; i++){
		tmp [i] = str[laenge-(i+1)];
	}
	for(int i = 0; i < laenge; i++){
		str[i] = tmp[i];
	}
}

int main( int argc, char* argv[] )
{  
  char test[11]= ""0123456789"";
  printf( ""Das Original ist: %s \n"", test );
  ersetzen( test , atoi(argv[1]), argv[2] );
  printf( ""Ersetzt : %s \n"", test );
  umdrehen( test );
  printf( ""Rückwärts : %s \n"", test );
}"
Name_54,VName_54,"#include <stdio.h>

void factorize(long product, long *factor1, long *factor2)
{
	if(product == 0){
		*factor1 = 1;
		*factor2 = product;
	}
	else if(product == 1){
		*factor1 = 1;
		*factor2 = product;
	}
	else if(product % 2 == 0){
			*factor1 = product / 2;
			*factor2 = (product / *factor1);
		}
	else{
		long z = product/2;
		do{
			if(product % z == 0)
				break;
			else 
				z = z - 1;
		}while(product % 2 != 0);
		*factor1 = z;
		*factor2 = product / *factor1;
		}
}

int main(){
	long product;
	long factor1;
	long factor2;
	printf(""Please enter an Integer: "");
	scanf(""%ld"", &product);
	factorize(product, &factor1, &factor2);
	printf(""Possible Factors of %ld are %ld and %ld.\n"", product, factor1, factor2);
	return 0;
}","#include <stdio.h>
#include <stdlib.h>
 
void ersetzen(char* dest, int zahl, char* src)
{
	//printf(""%s \n"", dest);
	int max_lenght1 = 0;
	int max_lenght2 = 0;	
	for(int i = 0; dest[i] != '\0'; i++){
		max_lenght1 +=1;
	}
	for(int i = 0; src[i] != '\0'; i++){
		max_lenght2 +=1;
	}
	if(max_lenght1 < zahl) zahl = max_lenght1;
	
	if(max_lenght2 < zahl) zahl = max_lenght2;
	
	else zahl = zahl;
	for(int i = 0; i <= zahl-1; i++){
		dest[i] = src[i];
	}
	//printf(""%s \n"", dest);
}
void umdrehen( char* str )
{
	int max_lenght = 0;
	for(int i = 0; str[i] != '\0'; i++){
		max_lenght = max_lenght += 1;
	}
	//printf(""%i\n"", max_lenght);
	char tmp[max_lenght+1];
	for(int i = 0; i <= max_lenght; i++){
		tmp[i] = 0;
	}
	for(int i = 0; i <= max_lenght; i++){
		tmp [i] = str[max_lenght-1-i];
	}
	//printf(""%s \n"", tmp);
	for(int i = 0; i < max_lenght; i++){
		str[i] = tmp[i];
	}
}

int main( int argc, char* argv[] )
{  
  char test[11]= ""0123456789"";
  printf( ""Das Original ist: %s \n"", test );
  ersetzen( test , atoi(argv[1]), argv[2] );
  printf( ""Ersetzt : %s \n"", test );
  umdrehen( test );
  printf( ""Rückwärts : %s \n"", test );
}"
Name_462,VName_462,"#include <stdio.h>
#include <stdlib.h>
 
void factorize(long ergebnis, long* zahl1, long* zahl2)
{
if(ergebnis == 1 || ergebnis == 0) {
        *zahl2 =ergebnis;
		*zahl1 =1;
        
    } 
	else 
	{
        for(int i = ergebnis/2; i > 0;i--) 
		{
            if(ergebnis%i == 0) 
			{
				*zahl1 = i;
                *zahl2 = ergebnis/i;
                break;
                
            } 
			else 
			{
               continue;
            }
        }
    }
}
 
int main()
{
    long ergebnis;
    long* zahl1;
    long* zahl2;
    zahl1 = (long*) malloc(sizeof(long));
    zahl2 = (long*) malloc(sizeof(long));
    printf(""Please enter an Integer: "");
    scanf(""%ld"", &ergebnis);
    factorize(ergebnis,zahl1,zahl2);
    printf(""Possible Factors of %ld are %ld and %ld.\n"",ergebnis, *zahl1, *zahl2);
 
    return 0;
}","#include <stdio.h>
#include <stdlib.h>
 
void ersetzen(char* dest, int zahl, char* src)
{  
  
}

void umdrehen( char* str )
{
  
}

int main( int argc, char* argv[] )
{  
  char test[11]= ""0123456789"";
  printf( ""Das Original ist: %s \n"", test );
  ersetzen( test , atoi(argv[1]), argv[2] );
  printf( ""Ersetzt : %s \n"", test );
  umdrehen( test );
  printf( ""Rückwärts : %s \n"", test );
}"
Name_468,VName_468,"#include <stdio.h>

void factorize(long ergebnis, long *zahl1, long *zahl2)
{
    *zahl1 = 1;
    *zahl2 = ergebnis;
	if (ergebnis == 0 || ergebnis == 1) {
	    return;
	} else {
	    for (long i = 2; i < ergebnis; ++i) {
	        if ((float)(ergebnis / i) == (float)ergebnis / (float)i) {
	            *zahl1 = ergebnis/i;
	            *zahl2 = i;
	            return;
	        }
	    }
	}
}

int main(){
	printf(""Please enter an Integer: "");
	long val;
	scanf(""%ld"", &val);
	long fac1, fac2;
	factorize(val, &fac1, &fac2);
	printf(""Possible Factors of %ld are %ld and %ld.\n"", val, fac1, fac2);
	return 0;
}","#include <stdio.h>
#include <stdlib.h>
 
void ersetzen(char* dest, int zahl, char* src)
{  
  int strLenSrc = 0;
  for (char* cur = src; (*cur) != '\0'; cur++) strLenSrc++;
  
  int strLenDest = 0;
  for (char* cur = dest; (*cur) != '\0'; cur++) strLenDest++;
  
  if (zahl > strLenSrc) zahl = strLenSrc;
  if (zahl > strLenDest) zahl = strLenDest;
  
  for (int i = 0; i < zahl; ++i) 
      dest[i] = src[i];
  
  if (zahl != 0)
    dest[zahl] = '\0';
}

void umdrehen( char* str )
{
  int strLen = 0;
  for (char* cur = str; (*cur) != '\0'; cur++) strLen++;
  for (int i = 0; i < strLen/2; ++i) {
      char tmp = str[i];
      str[i] = str[strLen-i-1];
      str[strLen-i-1] = tmp;
  }
  if (strLen != 0)
    str[strLen] = '\0';
}

int main( int argc, char* argv[] )
{  
  char test[11]= ""0123456789"";
  printf( ""Das Original ist: %s \n"", test );
  ersetzen( test , atoi(argv[1]), argv[2] );
  printf( ""Ersetzt : %s \n"", test );
  umdrehen( test );
  printf( ""Rückwärts : %s \n"", test );
}"
Name_456,VName_456,"#include <stdio.h>

void factorize(long produkt, long *faktor1, long *faktor2)
{
	if(produkt==0 || produkt==1){
        *faktor1=1;
        *faktor2=produkt;
	}
	else {
        int zahl = produkt/2;
        while(produkt % zahl !=0) zahl-=1;
        *faktor1 = zahl;
        *faktor2 = produkt/zahl;
	}
}

int main(){
    long produkt;
    long faktor1;
    long faktor2;
	printf(""Please enter an Integer: "");
	scanf(""%ld"",&produkt);
    factorize (produkt, &faktor1, &faktor2);
	printf(""Possible Factors of %ld are %ld and %ld.\n"",produkt,faktor1,faktor2);
	return 0;
}","#include <stdio.h>
#include <stdlib.h>
 
void ersetzen(char* dest, int zahl, char* src)
{  
  int lenght1 =0;
  int lenght2 =0;
  for (int i =0; dest[i]!='\0'; i++)lenght1 +=1;
  for (int i =0; src[i]!='\0'; i++)lenght2 +=1;
  if (lenght1<zahl) zahl =lenght1;
  if (lenght2<zahl) zahl =lenght2;
  else zahl = zahl;
  for (int i=0; i<=zahl-1 ;i++){
    dest[i] = src[i];
  }
}

void umdrehen( char* str )
{
  int lenght =0;
    for (int i =0; str[i]!='\0'; i++)lenght +=1;
    char tmp[lenght+1];
    for (int i =0; i<=lenght; i++) tmp[i] = str[i];
    for (int i =0;i<=lenght ;i++){
        str[i] = tmp[lenght-1-i];
    }
}

int main( int argc, char* argv[] )
{  
  char test[11]= ""0123456789"";
  printf( ""Das Original ist: %s \n"", test );
  ersetzen( test , atoi(argv[1]), argv[2] );
  printf( ""Ersetzt : %s \n"", test );
  umdrehen( test );
  printf( ""Rückwärts : %s \n"", test );
}"
Name_443,VName_443,"#include <stdio.h>

void factorize(long produkt, long *faktor1, long *faktor2)
{
	int j;
	if(produkt == 1){
		*faktor1 = produkt;
		*faktor2 = produkt;
		return 0;
	}
	if(produkt == 0){
		*faktor1 = 1;
		*faktor2 = produkt;
		return 0;
	}
	
	if(produkt % 2 == 0){
		*faktor1 = produkt/2;
		*faktor2 = 2; 
	}
	else{
			for(j = 2; j <= produkt; j++){	
			if((produkt % j) == 0){
				*faktor1 = (produkt/j);
				*faktor2 = j;
				return 0;
			}
		}
	}
			
}

int main(){
	long produkt;
	long faktor1 = 0;
	long faktor2 = 0;
	printf(""Please enter an Integer: "");
	scanf(""%ld"",&produkt);
	factorize(produkt, &faktor1, &faktor2);

	printf(""Possible Factors of %ld are %ld and %ld.\n"", produkt, faktor1, faktor2);
	return 0;
}","#include <stdio.h>
#include <stdlib.h>


 
void ersetzen(char* dest, int zahl, char* src)
{  
	if(zahl == 0) return; 
	
	int länge;
	for(int i = 0; dest[i] != '\0'; i++) länge++;
	
	for(int i = 0; i <= zahl && i<länge; i++){
		if(src[i] == '\0') return;
		dest[i] = src[i];
	}
}

void umdrehen( char* str )
{
	int länge;
	for(int i = 0; str[i] != '\0'; i++) länge++;
	
	char copy[länge];
	for(int i = 0; i<=länge; i++){
		copy[i] = str[i];
	}
	for(int i = 0; i<länge; i++){
		str[i] = copy[länge-1-i];
	}
}

int main( int argc, char* argv[] )
{  

  char test[11]= ""0123456789"";
  
  printf( ""Das Original ist: %s \n"", test );
  ersetzen( test , atoi(argv[1]), argv[2] );
  printf( ""Ersetzt : %s \n"", test );
  umdrehen( test );
  printf( ""Rückwärts : %s \n"", test );
}"
Name_437,VName_437,"#include <stdio.h>

void factorize(long resultat, long *nummer1, long *nummer2)
{
    long i;
	for(i=2; i< resultat; i++){
	    if(resultat%i==0){
	        *nummer2 = i;
	        *nummer1 = resultat/i;
	        break;
	    }
	    
	}
	if(i == resultat || resultat == 0){
	    *nummer1 = 1;
	    *nummer2 = resultat;
	}
	else if(resultat == 1){
	    *nummer1 = 1;
	    *nummer2 = 1;
	}
}

int main(){
    long resultat;
    long nummer1;
    long nummer2;
	printf(""Please enter an Integer: "");
	scanf(""%ld"",&resultat);
	factorize(resultat, &nummer1, &nummer2);
	printf(""Possible Factors of %ld are %ld and %ld.\n"", resultat, nummer1, nummer2);
	return 0;
}","#include <stdio.h>
#include <stdlib.h>
 
void ersetzen(char* dest, int zahl, char* src)
{  
    for(int i= 0; dest[i] != 0; i++){
        if(i < zahl && src[i] != 0){
            dest[i] = src[i];
        }
    }
}

void umdrehen( char* str )
{
    char temp[100] = """";
    int count = 0;
    
    for(int i= 0; str[i] != 0; i++){
       temp[i] = str[i];
       count++;
    }
    for(int i= 0; temp[i] != 0; i++){
       str[i] = temp[count-i-1];
    }
  
}

int main( int argc, char* argv[] )
{  
  char test[11]= ""0123456789"";
  printf( ""Das Original ist: %s \n"", test );
  ersetzen( test , atoi(argv[1]), argv[2] );
  printf( ""Ersetzt : %s \n"", test );
  umdrehen( test );
  printf( ""Rückwärts : %s \n"", test );
}"
Name_453,VName_453,"#include <stdio.h>
#include <stdlib.h>
 
void factorize(long product, long* factor1, long* factor2)
{
if(product == 0) {
        *factor1 = 1;
        *factor2 = product;
    } else if(product == 1) {
        *factor1 = 1;
        *factor2 = product;
    } else {
        for(int i = product/2; i > 0;i--) {
            if(product%i != 0) {
                continue;
            } else {
                *factor1 = i;
                *factor2 = product/i;
                break;
            }
        }
    }
}
 
int main(){
    long product = 0;
    long* factor1;
    long* factor2;
    factor1 = (long*) malloc(sizeof(long));
    factor2 = (long*) malloc(sizeof(long));
 
    printf(""Please enter an Integer: "");
    scanf(""%ld"", &product);
    factorize(product,factor1,factor2);
    printf(""Possible Factors of %ld are %ld and %ld.\n"",product, *factor1, *factor2);
 
    return 0;
}","#include <stdio.h>
#include <stdlib.h>
 
int getStringLength(char x[]) {
    int i = 0;
    while(x[i] != NULL) {
        i++;
    }
    return i;
}
 
void ersetzen(char* dest, int zahl, char* src)
{
    for (int i = 0; i < zahl && i < getStringLength(src) && i < 10; ++i) {
        dest[i] = src[i];
    }
}
 
void umdrehen( char* str )
{
    int z = getStringLength(str);
    char x[z];
    for (int i = 0; i < z; ++i) {
        x[i] = str[i];
    }
    for (int i = z-1; i >= 0; --i) {
        str[(z-1)-i]=x[i];
    }
 
}
 
int main( int argc, char* argv[] )
{
    char test[11]= ""0123456789"";
    printf( ""Das Original ist: %s \n"", test );
    ersetzen( test , atoi(argv[1]), argv[2] );
    printf( ""Ersetzt : %s \n"", test );
    umdrehen(test);
    printf( ""Rückwärts : %s \n"", test );
}"
Name_438,VName_438,"#include <stdio.h>

void factorize(long produkt, long *faktor1, long *faktor2)
{
	if(produkt == 0){
		*faktor1 = 1;
		*faktor2 = produkt;
	}
	else if(produkt == 1){
		*faktor1 = 1;
		*faktor2 = produkt;
	}
	else{
		long vielfache = produkt/2;
		while(produkt%vielfache != 0){
			vielfache -= 1;
		}
		*faktor1 = vielfache;
		*faktor2 = produkt/vielfache;
	}
}

int main(){
	long produkt, f1, f2;
	long *faktor1 = &f1,*faktor2 = &f2;
	printf(""Please enter an Integer: "");
	scanf(""%li"",&produkt);
	factorize(produkt,faktor1,faktor2);
	printf(""Possible Factors of %ld are %ld and %ld.\n"",produkt,*faktor1,*faktor2);
	return 0;
}","#include <stdio.h>
#include <stdlib.h>
 
void ersetzen(char* dest, int zahl, char* src)
{  
  
}

void umdrehen( char* str )
{
  
}

int main( int argc, char* argv[] )
{  
  char test[11]= ""0123456789"";
  printf( ""Das Original ist: %s \n"", test );
  ersetzen( test , atoi(argv[1]), argv[2] );
  printf( ""Ersetzt : %s \n"", test );
  umdrehen( test );
  printf( ""Rückwärts : %s \n"", test );
}"
Name_455,VName_455,"#include <stdio.h>

void factorize(long product, long *factor1, long *factor2){
	// Your factorization
	
	long teiler;
	
	if(product == 0 || product == 1){
		*factor1 = 1;
		*factor2 = product;
	}
	
	else {
		
		for(int i = 0; i < product; i++){
			
			 teiler = (product/2) - i;
			 //printf(""%li"",teiler);
			
			if(teiler * (product/teiler) == product){
				i = product;
			}
		}
		
		*factor1 = teiler;
		*factor2 = product/teiler;
		
	}
}

int main(){
	long factor1;
	long* fac1 = &factor1;
	long factor2;
	long* fac2 = &factor2;
	long eingabe = 0;
	printf(""Please enter an Integer: "");
	scanf(""%li"", &eingabe);
	factorize(eingabe, fac1, fac2);
	printf(""Possible Factors of %ld are %ld and %ld.\n"", eingabe, factor1, factor2);
}","#include <stdio.h>
#include <stdlib.h>
 
void ersetzen(char* dest, int zahl, char* src)
{  
  
}

void umdrehen( char* str )
{
  
}

int main( int argc, char* argv[] )
{  
  char test[11]= ""0123456789"";
  printf( ""Das Original ist: %s \n"", test );
  ersetzen( test , atoi(argv[1]), argv[2] );
  printf( ""Ersetzt : %s \n"", test );
  umdrehen( test );
  printf( ""Rückwärts : %s \n"", test );
}"
Name_466,VName_466,"#include <stdio.h>

void factorize(long produkt, long *faktor1, long *faktor2)
{
	// Your factorization printf();
	
	if (produkt == 0 || produkt == 1){
		*faktor1 = 1;
		*faktor2 = produkt;
	}
	else if (produkt%2 == 0){
		*faktor1 = (produkt/2);
		*faktor2 = 2;
	}
	
	else if (produkt%2 != 0){
		for (long i = (produkt/2); i != 0; i--){
			if (produkt%i == 0) {
				*faktor1 = i;
				*faktor2 = (produkt/i);
				break;
			}
		}	
	}
	
}

int main(){
	printf(""Please enter an Integer: "");
	long int zahl;
	scanf(""%li"", &zahl);
	long faktor1 = 0;
	long faktor2 = 0;
	factorize(zahl, &faktor1, &faktor2);
	printf(""Possible Factors of %ld are %ld and %ld.\n"", zahl, faktor1, faktor2);
	return 0;
}","#include <stdio.h>
#include <stdlib.h>
 
void ersetzen(char* dest, int zahl, char* src)
{
	unsigned int cOriginalD = 0;
	unsigned int cNeuS = 0;
	
	for (int i=0; dest[i] !=0; i++) {
		cOriginalD++ ;
	}
	for (int i=0; src[i] !=0; i++) {
		cNeuS++;
	}
	
	if(zahl <= cOriginalD && zahl <= cNeuS) {
		for (int i=0; i < zahl; i++){
			dest[i] = src[i];
		}
	}
	else if (cOriginalD <= cNeuS && cOriginalD < zahl) {
		for (int i=0; i < cOriginalD; i++){
			dest[i] = src[i];
		}
	}
	else{
		for (int i=0; i <= cNeuS; i++){
			dest[i] = src[i];
		}
	}
}


void umdrehen( char* str )
{
	int counterS = 0;
	
	for (int i=0; str[i] !='\0'; i++) {
		counterS++ ;
	}
	
	// temp array:
	char array[counterS];
	
	// umdrehen: 
	for (int i=0; i < counterS; i++ ){
		array[i] = str[i];
		
		if (i == counterS-1){
			for (int j=0; j < counterS; j++ ){
				str[j] = array[(counterS-1)-j];
			}
		}
		else continue;
	}
}

int main( int argc, char* argv[] )
{  
  char test[11]= ""0123456789"";
  printf( ""Das Original ist: %s \n"", test );
  ersetzen( test , atoi(argv[1]), argv[2] );
  printf( ""Ersetzt : %s \n"", test );
  umdrehen( test );
  printf( ""Rückwärts : %s \n"", test );
}"
Name_458,VName_458,"#include <stdio.h>

void factorize(long ergebnis, long *zahl1, long *zahl2)
{
	int x = ergebnis/(*zahl1);
	if (x*(*zahl1)==ergebnis) {
	    int y = ergebnis/x;
	    return ergebnis, x, y;
	}
}

int main(){
	printf(""Please enter an Integer: "");
	int integer;
	int i=0;
	int zahl2=0;
	scanf(""%i"", integer);
	for (i=1; i<10; i++){
	    factorize(integer, i, (int) zahl2);
	}
	printf(""Possible Factors of %ld are %ld and %ld.\n"", integer, i, zahl2);
	return 0;
}","#include <stdio.h>
#include <stdlib.h>
 
void ersetzen(char* dest, int zahl, char* src)
{  
  for (int i=0; src[i]!='\0' || dest[i]!='\0' || i != zahl; i++){
      dest[i] = src[i];
  }
  return dest;
}

void umdrehen( char* str )
{
    int copy[11];
  for (int i=0; str[i]!='\0'; i++){
      copy[i] = str[i];
  }
  for (int k=0; copy[k]!='\0'; k++){
      str[k] = copy[(strlen(copy)-k)];
  }
  return str;
}

int main( int argc, char* argv[] )
{  
  char test[11]= ""0123456789"";
  printf( ""Das Original ist: %s \n"", test );
  ersetzen( test , atoi(argv[1]), argv[2] );
  printf( ""Ersetzt : %s \n"", test );
 umdrehen( test );
  printf( ""Rückwärts : %s \n"", test );
}"
